loss,PSNR,val_loss,val_PSNR
0.003411469358834438,27.643198013305664,0.001026543484767899,30.01385498046875
0.0008338418515631929,30.940813064575195,0.0007460597829776816,31.393381118774414
0.0007417413301300257,31.423507690429688,0.0007051732309628278,31.676549911499023
0.0006805564003298059,31.837413787841797,0.000682644892949611,31.897859573364258
0.0006384000304387882,32.0977897644043,0.0006289420652319677,32.16057205200195
0.0006260153924813495,32.19292449951172,0.0006211382322362624,32.25800323486328
0.0006153890979476273,32.25547790527344,0.0005980545861530118,32.46253967285156
0.0005787616522866301,32.5099983215332,0.0005899873346788809,32.45836639404297
0.0005989340753876604,32.40994644165039,0.0005839427630417049,32.523983001708984
0.0006000058789504692,32.366085052490234,0.0005513928175787441,32.799617767333984
0.0005966338692815043,32.43160629272461,0.0006114046416769269,32.380287170410156
0.0005834828453953378,32.478458404541016,0.0006044451333582401,32.350894927978516
0.0005415478709619492,32.85001754760742,0.0005569409919553436,32.727806091308594
0.000545192702265922,32.8436164855957,0.0006128619879018515,32.355712890625
0.0005540331068914384,32.73871994018555,0.0005518644297262654,32.771907806396484
0.0005472044387715869,32.790191650390625,0.0005402526565012522,32.842193603515625
0.0005462476663524285,32.7774658203125,0.0005520135094411672,32.75691223144531
0.000551254736201372,32.7742919921875,0.0005664600781165063,32.654083251953125
0.0005314025867846795,32.87744140625,0.0005459840872208588,32.81127166748047
0.0005349332268815487,32.88606643676758,0.000530423003656324,32.965335845947266
0.0005622184672392905,32.66788864135742,0.0005514453968498855,32.77128601074219
0.0005685487380833365,32.63937759399414,0.0005474232908454724,32.797637939453125
0.000538897659862414,32.83804702758789,0.0005597824772121385,32.67335510253906
0.0005089963314821944,33.094356536865234,0.0005424275662517176,32.855247497558594
0.0005225222106673755,33.014732360839844,0.0005349035633844323,32.89104080200195
0.0005344319825235288,32.88075256347656,0.0005781284731347113,32.61123275756836
0.000555078084289562,32.72392654418945,0.0005054239896708168,33.098140716552734
