loss,PSNR,val_loss,val_PSNR
0.005379190485691652,26.258007049560547,0.0017401172642712481,28.475082397460938
0.0019492224775603973,28.243793487548828,0.0020595860964385793,27.793684005737305
0.0018374614993808792,28.42922592163086,0.0014619761690846645,29.03284454345703
0.0015303988291998393,29.318675994873047,0.0015600459737470374,28.82701873779297
0.0015112422857782803,29.27477264404297,0.0014029600177309475,29.338943481445312
0.0015473112754989416,29.242589950561523,0.0015387931108125485,29.442045211791992
0.0017667107985471376,28.662382125854492,0.0012140877280035055,29.926210403442383
0.0016871587384957821,28.897058486938477,0.0014021950645837934,29.37889862060547
0.0014315412603900768,29.401351928710938,0.001439193490659818,29.33563232421875
0.0014720104890875519,29.565929412841797,0.001893029831117019,28.251623153686523
